DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"210359","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Warning","2/19/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"210429","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210429","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","7/31/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","The institution did not submit a copy of its audited financial statements, including notes, prepared by an
independent certified public accountant and completed COE financial forms for its fiscal year ending
December 31, 2017 by the June 30, 2018 due date.",""
"211486","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/13/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"211495","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","11/4/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"211501","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the change of scope for the institution to include programs offered in the occupational area of Business Management, Marketing and Related Support Services, including approval of the following program: AAS in Business Administration.",""
"211501","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for an increase in length for the following program: Electroneurodiagnostic (END) Technologist.",""
"211501","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/20/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"211501","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/6/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"211538","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","6/30/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntarily withdrew from accredited status while in good standing.",""
"212382","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"212382","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Initial Approval for the change of scope for the institution to include programs offered in the occupational area of Computer and Information Sciences and Support Services, including initial approval of the following programs:
Associate of Science in Information Technology and the program Information Technologies Specialist.",""
"207458","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"207379","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"207388","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/3/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"207412","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/17/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"175227","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","9/16/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the revision of the following programs:  Change of Program Name from General Office Occupations and Clerical Services/General Office Clerk to  
Business Support and Services/General Office Clerk (Basic Computer Specialist/General Office Clerk)
From 850 Clock Hours To 1080 Clock Hours - Traditional Classroom.",""
"179025","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/11/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181844","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"180762","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/17/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"180762","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"180780","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/6/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181312","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/19/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181358","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/15/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181002","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181039","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181163","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/17/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"181163","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Failed to schedule the 2019 reaffirmation visiting team.",""
"180355","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/8/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"179803","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Mississippi Job Corps Center failed to host the 2018 reaffirmation visiting team.",""
"179265","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Com-Tec Institute failed to schedule the 2019 reaffirmation visiting team.",""
